Season,Month,Year,MuncipalityCd,Establishment,LicenseNumber,VGTCount,AmoutPlayed,AmountWon,NetWager,FundsIn,FundsOut,NTI,NTITaxRate,StateShare,MuncipalityShare,NetWagePerMachine
Summer,6,2017,2,"J & J OPERATIONS, LLC",130700881,4,122916.34,116384.59,6531.75,45006,38474.25,6531.75,1959.55,1632.96,326.59,1632.9375
Summer,6,2017,2,PAMS JAILHOUSE INC.,130700211,3,83575.85,77042.47,6533.38,37966,31432.63,6533.37,1960.04,1633.37,326.67,2177.793333
Summer,6,2018,2,LAKE PRESS CLUB,120705751,5,95238.61,88660.68,6577.93,35195,28617.07,6577.93,1973.38,1644.49,328.89,1315.586
Summer,6,2018,2,"Lous, Inc.",150701450,3,84332.12,77741.53,6590.59,24067,17476.41,6590.59,1977.21,1647.67,329.54,2196.863333
Summer,6,2017,3,"C & L PARTNERS, INC.",160703721,5,120505.12,113914.1,6591.02,38839,32248.08,6590.92,1977.31,1647.76,329.55,1318.204
Summer,6,2018,2,"Frankies Brewhaus, Inc.",160700434,5,70984.53,64357.18,6627.35,24676,18048.55,6627.45,1988.35,1656.96,331.39,1325.47
Summer,6,2017,2,"DSB2, INC.",150704086,5,81152.58,74509.18,6643.4,26906,20263.36,6642.64,1992.81,1660.67,332.14,1328.68
Summer,6,2016,2,"MCTAT, INC.",120706843,5,69365.62,62689.58,6676.04,20917,14241.01,6675.99,2002.86,1669.05,333.81,1335.208
Summer,6,2018,2,"COFFEY RESTAURANTS, INC.",150701571,5,192157.52,185381.73,6775.79,72228,65452.41,6775.59,2032.75,1693.96,338.79,1355.158
Summer,6,2014,1,PEARLS PUB INC.,130705328,3,66745.63,59957.95,6787.68,24536,17748.32,6787.68,2036.31,1696.93,339.38,2262.56
Summer,6,2016,2,"DSB2, INC.",150704086,5,81861.86,75057.97,6803.89,28281,21476.98,6804.02,2041.29,1701.07,340.22,1360.778
Summer,6,2014,3,Crows Mill LLC,120706464,3,59325.5,52516.96,6808.54,23683,16874.46,6808.54,2042.64,1702.2,340.44,2269.513333
Summer,6,2015,3,"LONG BRIDGE GOLF COURSE, INC.",130705875,3,70624.49,63813.81,6810.68,22182,15371.32,6810.68,2043.25,1702.71,340.54,2270.226667
Summer,6,2014,2,L & O Inc.,120711584,5,123813.49,116979.93,6833.56,36324,29490.44,6833.56,2050.14,1708.45,341.69,1366.712
Summer,6,2015,3,LAKE SPRINGFIELD TAVERN INC.,130702247,4,97146.85,90241.68,6905.17,32424,25518.72,6905.28,2071.62,1726.35,345.27,1726.2925
Summer,6,2014,2,"DIP STIX, INC.",120706051,4,109178.82,102259.59,6919.23,31533,24613.77,6919.23,2075.82,1729.85,345.97,1729.8075
Summer,6,2018,2,"411 EAST, INCORPORATED",160702790,5,70815.86,63892.19,6923.67,23039,16115.44,6923.56,2077.11,1730.93,346.18,1384.734
Summer,6,2014,2,"WINGS OVER LINCOLN LAND, INC.",130701889,5,90245.5,83316.46,6929.04,32162,25231.96,6930.04,2079.09,1732.58,346.51,1385.808
Summer,6,2014,2,WAL-PAR CORPORATION,130700384,3,56010.63,49049.86,6960.77,17699,10738.23,6960.77,2088.27,1740.22,348.05,2320.256667
Summer,6,2018,3,"Cottage Inn, Inc.",120706678,5,126693.33,119724.74,6968.59,35065,28096.41,6968.59,2090.62,1742.18,348.44,1393.718
Summer,6,2017,2,KeRong Chen,150703093,5,105627.59,98639.77,6987.82,40846,33858.18,6987.82,2096.41,1747.01,349.4,1397.564
Summer,6,2018,2,"J & J OPERATIONS, LLC",130700881,4,120924.32,113880.81,7043.51,41675,34631.78,7043.22,2113.01,1760.84,352.17,1760.8775
Summer,6,2017,2,"MCTAT, INC.",120706843,5,82237.03,74985.74,7251.29,23680,16428.31,7251.69,2175.58,1812.98,362.6,1450.258
Summer,6,2013,2,Heather J Wise,120707011,5,74175.07,66918.82,7256.25,22911,15654.75,7256.25,2176.88,1814.07,362.81,1451.25
Summer,6,2016,3,BUCKHART TAVERN INC.,130702235,5,71343.81,63993.34,7350.47,22173,14822.53,7350.47,2205.13,1837.61,367.52,1470.094
Summer,6,2016,2,"IBPO Elks of the World, Capital City Lodge #1160",120802101,4,86646.14,79241.88,7404.26,30422,23020.53,7401.47,2220.48,1850.41,370.07,1851.065
Summer,6,2014,2,"CHRISMAC OF ILLINOIS, LLC",120706066,3,81529.25,74092.99,7436.26,23331,15894.68,7436.32,2230.94,1859.12,371.82,2478.753333
Summer,6,2015,2,Thomas Endres ,120708996,5,109064.15,101607.39,7456.76,33545,26088.24,7456.76,2237.09,1864.24,372.85,1491.352
Summer,6,2014,2,Thomas Endres ,120708996,3,104695.74,97132.62,7563.12,31274,23710.81,7563.19,2268.97,1890.81,378.16,2521.04
Summer,6,2014,3,"Price Street Partners, Inc.",140700840,4,127482.7,119910.01,7572.69,36617,29044.1,7572.9,2271.9,1893.25,378.65,1893.1725
Summer,6,2018,2,"Cozs Pizza, Inc.",160701026,5,125254.12,117636.3,7617.82,44001,36382.97,7618.03,2285.47,1904.56,380.91,1523.564
Summer,6,2017,1,PEARLS PUB INC.,130705328,3,146953.09,139288.32,7664.77,44811,37146.38,7664.62,2299.39,1916.16,383.23,2554.923333
Summer,6,2016,2,THE KEG INCORPORATED,130701779,4,59376.86,51700.64,7676.22,20846,13169.58,7676.42,2302.99,1919.16,383.83,1919.055
Summer,6,2016,2,TCA Food Service LLC,150704450,5,96108.8,88395.98,7712.82,41259,33546.08,7712.92,2313.95,1928.29,385.66,1542.564
Summer,6,2016,2,Dick's Saloon Inc.,150700988,5,130409.2,122667.94,7741.26,43508,35766.81,7741.19,2322.44,1935.37,387.07,1548.252
Summer,6,2018,3,"Sporton, Incorporated",140703570,4,107768.41,99948.48,7819.93,29661,21840.97,7820.03,2346.07,1955.06,391.01,1954.9825
Summer,6,2016,3,"The Raceway Bar & Sports Complex, LLC",150702811,5,61364.22,53529.68,7834.54,19497,11662.26,7834.74,2350.49,1958.75,391.74,1566.908
Summer,6,2018,2,KLA OF ILLINOIS INC.,160701630,5,70182.8,62301.81,7880.99,27432,19550.85,7881.15,2364.42,1970.35,394.07,1576.198
Summer,6,2018,2,"AMF Bowling Centers, Inc.",120707827,5,85532.83,77645.47,7887.36,30071,22183.64,7887.36,2366.26,1971.88,394.38,1577.472
Summer,6,2017,2,Joes Italian Resturant Inc.,140700168,4,109139.11,101243.14,7895.97,37183,29287.03,7895.97,2368.86,1974.05,394.81,1973.9925
Summer,6,2016,2,Frank Westwood,140701112,5,104963.79,97042.32,7921.47,36298,28376.4,7921.6,2376.53,1980.45,396.08,1584.294
Summer,6,2016,2,JACKSON'S HANDLEBAR INC.,150703281,4,114076.3,106122.44,7953.86,35774,27820.14,7953.86,2386.21,1988.51,397.7,1988.465
Summer,6,2015,2,THE KEG INCORPORATED,130701779,4,89222.22,81258.97,7963.25,30104,22140.59,7963.41,2389.05,1990.88,398.17,1990.8125
Summer,6,2013,2,Jin Zhi Chen,120707205,3,89335.51,81363.36,7972.15,29961,21988.85,7972.15,2391.66,1993.05,398.61,2657.383333
Summer,6,2013,3,"Cottage Inn, Inc.",120706678,4,92882.34,84889.24,7993.1,23782,15788.9,7993.1,2397.93,1998.28,399.65,1998.275
Summer,6,2016,2,"RKR Clubs, LLC",120704798,4,73476.79,65464.45,8012.34,24071,16058.66,8012.34,2403.76,2003.14,400.62,2003.085
Summer,6,2014,1,"Tookays, Inc.",130705134,3,79430.4,71398.22,8032.18,25989,17956.72,8032.28,2409.67,2008.06,401.61,2677.393333
Summer,6,2017,1,"Tookays, Inc.",130705134,4,123429.98,115355.67,8074.31,37384,29309.69,8074.31,2422.29,2018.58,403.71,2018.5775
Summer,6,2014,2,Lloyd Staber Jr.,120702130,3,104312.37,96224.06,8088.31,31358,23269.69,8088.31,2426.52,2022.11,404.41,2696.103333
Summer,6,2014,2,DIRTY SOUTH INC.,120709093,5,83332.5,75224.93,8107.57,32554,24446.45,8107.55,2432.25,2026.87,405.38,1621.514
Summer,6,2016,2,"COFFEY RESTAURANTS, INC.",150701571,5,109979.37,101855.97,8123.4,39986,31862.25,8123.75,2437.21,2031.01,406.2,1624.68
Summer,6,2017,2,JACKSONS HANDLEBAR INC.,150703281,4,98951.13,90812.19,8138.94,36389,28212.23,8176.77,2453.06,2044.21,408.85,2034.735
Summer,6,2017,2,STANKS INC.,130702114,5,104152.38,96000.48,8151.9,29787,21635.16,8151.84,2445.59,2038,407.59,1630.38
Summer,6,2016,2,"Spammy's, Inc.",120706742,5,109936.65,101765.54,8171.11,32008,23836.33,8171.67,2451.55,2042.96,408.59,1634.222
Summer,6,2017,2,TCA Food Service LLC,150704450,5,91699.7,83503.3,8196.4,33295,25098.6,8196.4,2458.96,2049.14,409.82,1639.28
Summer,6,2018,2,"KEEFNERS, INC.",150701722,4,106675.87,98466.01,8209.86,30564,22353.99,8210.01,2463.04,2052.53,410.51,2052.465
Summer,6,2018,2,KANA3 INC,120710600,5,122941.69,114712.2,8229.49,38205,29976.81,8228.19,2468.45,2057.04,411.41,1645.898
Summer,6,2015,2,"JCJ Beverages, Inc.",130704160,3,111021.57,102768.56,8253.01,31318,23065.44,8252.56,2475.83,2063.2,412.63,2751.003333
Summer,6,2017,2,"Springfield Char House, Inc.",150703869,5,136667.26,128368.9,8298.36,40965,32666.78,8298.22,2489.5,2074.59,414.91,1659.672
Summer,6,2014,3,"Northern Lights Lounge, LLC",120705111,5,90709.18,82410.01,8299.17,28593,20293.81,8299.19,2489.85,2074.88,414.97,1659.834
Summer,6,2015,3,LAKE PRESS CLUB,120705751,4,78261.49,69797.82,8463.67,28719,20255.33,8463.67,2539.16,2115.96,423.2,2115.9175
Summer,6,2015,2,"IBPO Elks of the World, Capital City Lodge #1160",120802101,4,96420.41,87948.03,8472.38,34818,26345.67,8472.33,2541.67,2118.06,423.61,2118.095
Summer,6,2016,2,Lloyd Staber Jr.,120702130,4,129175.94,120700.01,8475.93,41056,32580.07,8475.93,2542.85,2119.04,423.81,2118.9825
Summer,6,2013,2,"RKR Clubs, LLC",120704798,4,98227.91,89750.36,8477.55,35569,27091.44,8477.56,2543.27,2119.4,423.87,2119.3875
Summer,6,2018,3,"Mama Lee's Sandbar, Inc",120707734,5,145042.74,136525.77,8516.97,49551,41034.08,8516.92,2555.15,2129.29,425.86,1703.394
Summer,6,2015,2,Lloyd Staber Jr.,120702130,4,84841.5,76311.21,8530.29,29091,20560.71,8530.29,2559.17,2132.65,426.52,2132.5725
Summer,6,2016,3,Cheers Lounge Inc.,120709222,5,129010.51,120473.23,8537.28,40170,31632.39,8537.61,2561.35,2134.46,426.89,1707.456
Summer,6,2017,2,L & O Inc.,120711584,5,85606.87,77008.7,8598.17,26568,17969.83,8598.17,2579.51,2149.59,429.92,1719.634
Summer,6,2016,1,Dawn Godsil,140700891,4,135845.05,127225.85,8619.2,53620,45000.75,8619.25,2585.79,2154.82,430.97,2154.8
Summer,6,2015,3,"Northern Lights Lounge, LLC",120705111,4,81652.08,72925.29,8726.79,29768,21041.11,8726.89,2618.11,2181.76,436.35,2181.6975
Summer,6,2018,2,PAMS JAILHOUSE INC.,130700211,4,98365.38,89617.18,8748.2,38254,29505.8,8748.2,2624.47,2187.06,437.41,2187.05
Summer,6,2017,2,Thomas Endres ,120708996,5,112899.08,104119.98,8779.1,35504,26724.9,8779.1,2633.72,2194.77,438.95,1755.82
Summer,6,2016,3,LAKE SPRINGFIELD TAVERN INC.,130702247,4,96241.89,87372,8869.89,32005,23144.06,8860.94,2658.3,2215.26,443.04,2217.4725
Summer,6,2015,2,"CDZ, Inc.",140701323,5,100772.13,91894.73,8877.4,29357,20479.68,8877.32,2663.29,2219.41,443.88,1775.48
Summer,6,2016,2,Thomas Endres ,120708996,5,93716.31,84824.08,8892.23,32936,24043.84,8892.16,2667.79,2223.16,444.63,1778.446
Summer,6,2018,2,"Finleysspringfield, LLC",170703121,5,117422.48,108506.03,8916.45,44043,35126.55,8916.45,2674.95,2229.13,445.82,1783.29
Summer,6,2017,2,KANA3 INC,120710600,5,92017.82,83046.23,8971.59,34614,25642.41,8971.59,2691.56,2242.97,448.59,1794.318
Summer,6,2016,3,The Stadium Sports Bar Inc.,120710854,5,104329.48,95346.12,8983.36,37751,28767.8,8983.2,2694.96,2245.8,449.16,1796.672
Summer,6,2015,2,Michael E. Gerula,120703765,5,132418.6,123428.44,8990.16,45104,36113.84,8990.16,2697.1,2247.59,449.51,1798.032
Summer,6,2014,2,"J & J OPERATIONS, LLC",130700881,3,85144.5,76148.27,8996.23,36493,27496.77,8996.23,2698.89,2249.08,449.81,2998.743333
Summer,6,2017,3,BSJ Incorporated,120711751,5,131377.95,122347.26,9030.69,50801,41770.38,9030.62,2709.2,2257.67,451.53,1806.138
Summer,6,2017,2,Lloyd Staber Jr.,120702130,4,91206.09,82143.77,9062.32,35439,26376.68,9062.32,2718.79,2265.66,453.13,2265.58
Summer,6,2016,3,"Northern Lights Lounge, LLC",120705111,4,101006.44,91939.03,9067.41,30786,21718.54,9067.46,2720.3,2266.92,453.38,2266.8525
Summer,6,2015,2,"Illinois Tap, Inc.",120702086,5,145443.91,136370.5,9073.41,50021,40947.59,9073.41,2722,2268.34,453.66,1814.682
Summer,6,2014,2,Harvey & Glenn Inc.,120706657,5,180488.27,171399.71,9088.56,61901,52812.44,9088.56,2726.58,2272.15,454.43,1817.712
Summer,6,2018,2,"RKR Clubs, LLC",120704798,5,93587.01,84491.07,9095.94,31023,21927.06,9095.94,2728.81,2274.01,454.8,1819.188
Summer,6,2016,2,Max Inc. of Illinois,140701171,5,124036.64,114888.23,9148.41,56847,47698.44,9148.56,2744.58,2287.15,457.43,1829.682
Summer,6,2014,3,"Price Street Partners, Inc.",130706565,4,150595.75,141421.28,9174.47,45775,36600.53,9174.47,2752.34,2293.62,458.72,2293.6175
Summer,6,2014,2,Myerscough Casual Dining Inc. ,120709094,5,97292.5,88115.56,9176.94,31109,21932.06,9176.94,2753.08,2294.23,458.85,1835.388
Summer,6,2016,2,STANKS INC.,130702114,5,92930.63,83705.59,9225.04,27908,18682.96,9225.04,2767.55,2306.3,461.25,1845.008
Summer,6,2017,2,"AMF Bowling Centers, Inc.",120707827,5,109676.95,100382.6,9294.35,33086,23791.65,9294.35,2788.4,2323.67,464.73,1858.87
Summer,6,2014,2,Springfield Lodge No. 158 of the Benevolent and Protective Order of Elks ,120811750,5,159376.1,150069.69,9306.41,46004,36697.59,9306.41,2792.06,2326.72,465.34,1861.282
Summer,6,2014,3,"Top Set Management, LLC",120708502,5,140071.25,130750.04,9321.21,42387,33065.79,9321.21,2796.37,2330.31,466.06,1864.242
Summer,6,2017,2,"Lous, Inc.",150701450,3,85040.81,75685.2,9355.61,24334,14978.39,9355.61,2806.69,2338.91,467.78,3118.536667
Summer,6,2017,2,"RKR Clubs, LLC",120704798,4,89515.1,80153.67,9361.43,30089,20727.57,9361.43,2808.49,2340.41,468.08,2340.3575
Summer,6,2018,2,Lloyd Staber Jr.,120702130,4,98961.01,89585.2,9375.81,40808,31432.19,9375.81,2812.77,2343.97,468.8,2343.9525
Summer,6,2015,2,WAL-PAR CORPORATION,130700384,4,82648.93,73260.64,9388.29,25298,15909.71,9388.29,2816.55,2347.13,469.42,2347.0725
Summer,6,2018,2,"Springfield Char House, Inc.",150703869,5,98312.39,88920.4,9391.99,33645,24253.01,9391.99,2817.67,2348.06,469.61,1878.398
Summer,6,2015,3,BSJ Incorporated,120711751,5,131017.14,121616.97,9400.17,45133,35732.83,9400.17,2820.06,2350.05,470.01,1880.034
Summer,6,2017,2,"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.",120710859,4,96162.47,86691.65,9470.82,28702,19230.97,9471.03,2841.33,2367.78,473.55,2367.705
Summer,6,2018,2,"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.",120710859,4,107952.06,98450.48,9501.58,34581,25079.65,9501.35,2850.44,2375.37,475.07,2375.395
Summer,6,2014,3,LAKE SPRINGFIELD TAVERN INC.,130702247,4,116854.35,107341.17,9513.18,39511,29997.82,9513.18,2854,2378.34,475.66,2378.295
Summer,6,2016,2,Karen Bentley,120705284,5,137205.35,127687.97,9517.38,36034,26516.32,9517.68,2855.36,2379.47,475.89,1903.476
Summer,6,2018,1,"Tookays, Inc.",130705134,4,158891.99,149337.31,9554.68,46733,37178.32,9554.68,2866.44,2388.7,477.74,2388.67
Summer,6,2015,2,Karen Bentley,120705284,5,127904.54,118269.18,9635.36,37639,28003.62,9635.38,2890.63,2408.86,481.77,1927.072
Summer,6,2015,3,Cheers Lounge Inc.,120709222,5,115745.82,106043.85,9701.97,36512,26810.03,9701.97,2910.69,2425.58,485.11,1940.394
Summer,6,2018,3,LAKE SPRINGFIELD TAVERN INC.,130702247,4,121405.45,111678.55,9726.9,37939,28212.1,9726.9,2918.09,2431.74,486.35,2431.725
Summer,6,2015,3,"Guitars and Cadillacs Saloon, Inc.",120702108,4,80560.79,70830.43,9730.36,31974,22243.64,9730.36,2919.14,2432.62,486.52,2432.59
Summer,6,2017,2,"Aztca Mexican Grill, LLC",140703329,5,113171.05,103407.78,9763.27,34800,25036.73,9763.27,2928.96,2440.8,488.16,1952.654
Summer,6,2016,2,"Springfield Char House, Inc.",150703869,5,132138.48,122310.68,9827.8,43257,33429.05,9827.95,2948.46,2457.05,491.41,1965.56
Summer,6,2016,2,Good Timer Inc.,120708634,5,168902.09,159048.57,9853.52,65586,55732.48,9853.52,2956.09,2463.41,492.68,1970.704
Summer,6,2014,2,KANA3 INC,120710600,4,119249.33,109393.51,9855.82,40380,30524.18,9855.82,2956.76,2463.97,492.79,2463.955
Summer,6,2015,2,Joe's Italian Resturant Inc.,140700168,4,101063.06,91203.95,9859.11,41090,31230.89,9859.11,2957.84,2464.86,492.98,2464.7775
Summer,6,2014,2,"JCJ Beverages, Inc.",130704160,3,139969.95,130097.63,9872.32,40332,30459.8,9872.2,2961.66,2468.05,493.61,3290.773333
Summer,6,2017,2,"COFFEY RESTAURANTS, INC.",150701571,5,193693.71,183807.63,9886.08,61152,51266.1,9885.9,2965.85,2471.54,494.31,1977.216
Summer,6,2017,3,"Sporton, Incorporated",140703570,4,89929.76,79964.22,9965.54,29219,19253.44,9965.56,2989.7,2491.42,498.28,2491.385
Summer,6,2014,2,Dudes Saloon LLC,140700192,4,102625.65,92651.66,9973.99,25940,15966.01,9973.99,2992.21,2493.51,498.7,2493.4975
Summer,6,2017,3,"LONG BRIDGE GOLF COURSE, INC.",130705875,3,104782.1,94787.51,9994.59,36256,26261.41,9994.59,2998.42,2498.69,499.73,3331.53
Summer,6,2016,2,Joe's Italian Resturant Inc.,140700168,4,87890.09,77858.81,10031.28,35961,25929.72,10031.28,3009.42,2507.85,501.57,2507.82
Summer,6,2018,2,"BENANTI KING PIN LANES,L.L.C.",120706270,5,128830.99,118784.94,10046.05,44332,34285.95,10046.05,3013.88,2511.57,502.31,2009.21
Summer,6,2014,3,The Stadium Sports Bar Inc.,120710854,5,139264.43,129213.61,10050.82,41131,31080.18,10050.82,3015.22,2512.69,502.53,2010.164
Summer,6,2017,2,DIRTY SOUTH INC.,120709093,5,99310.48,89167.8,10142.68,36521,26378.28,10142.72,3042.89,2535.75,507.14,2028.536
Summer,6,2016,2,Cafe Andiamo LLC,130702828,4,139538.9,129295.78,10243.12,49043,38799.88,10243.12,3072.95,2560.79,512.16,2560.78
Summer,6,2017,3,"Cottage Inn, Inc.",120706678,5,151896.95,141623.48,10273.47,39527,29253.55,10273.45,3082.06,2568.38,513.68,2054.694
Summer,6,2018,2,Thomas Endres ,120708996,5,116377.2,106090.47,10286.73,38252,27965.27,10286.73,3086.05,2571.71,514.34,2057.346
Summer,6,2017,3,BUCKHART TAVERN INC.,130702235,3,90397.64,80082.11,10315.53,26611,16295.77,10315.23,3094.6,2578.83,515.77,3438.51
Summer,6,2016,2,"Capitol Show-Me's, Inc.",120711161,5,115714.17,105395.12,10319.05,41766,31447.13,10318.87,3095.68,2579.74,515.94,2063.81
Summer,6,2017,2,"IBPO Elks of the World, Capital City Lodge #1160",120802101,4,116702.43,106361.71,10340.72,37572,27231.28,10340.72,3102.19,2585.16,517.03,2585.18
Summer,6,2017,3,"Guitars and Cadillacs Saloon, Inc.",120702108,5,174830.71,164467,10363.71,60120,49756.29,10363.71,3109.14,2590.95,518.19,2072.742
Summer,6,2016,2,"MELODY TIMES, INC.",150702470,5,135140.81,124716.55,10424.26,46251,35826.63,10424.37,3127.37,2606.15,521.22,2084.852
Summer,6,2015,2,"WINGS OVER LINCOLN LAND, INC.",130701889,5,153044.32,142617.93,10426.39,49059,38632.61,10426.39,3127.97,2606.64,521.33,2085.278
Summer,6,2016,2,"WINGS OVER LINCOLN LAND, INC.",130701889,5,143564.06,133124.97,10439.09,49997,39558.15,10438.85,3131.62,2609.69,521.93,2087.818
Summer,6,2016,3,"Mama Lee's Sandbar, Inc",120707734,5,121472.38,111013.74,10458.64,44271,33812.36,10458.64,3137.66,2614.72,522.94,2091.728
Summer,6,2018,2,L & O Inc.,120711584,5,149816.96,139306.02,10510.94,49111,38600.06,10510.94,3153.31,2627.76,525.55,2102.188
Summer,6,2016,1,"Tookays, Inc.",130705134,4,107538.63,97026.51,10512.12,36036,25524.06,10511.94,3153.65,2628.05,525.6,2628.03
Summer,6,2018,2,"MELODY TIMES, INC.",150702470,5,130045.36,119529.21,10516.15,48588,38071.85,10516.15,3154.88,2629.06,525.82,2103.23
Summer,6,2018,2,KeRong Chen,150703093,5,125798.23,115270.07,10528.16,53390,42861.89,10528.11,3158.45,2632.04,526.41,2105.632
Summer,6,2017,2,The Arena Incorporated,170700937,5,194711.76,184173.46,10538.3,55462,44923.71,10538.29,3161.58,2634.66,526.92,2107.66
Summer,6,2017,2,Cafe Andiamo LLC,130702828,4,106034.39,95481.27,10553.12,35197,24643.88,10553.12,3166.01,2638.34,527.67,2638.28
Summer,6,2016,3,"Cottage Inn, Inc.",120706678,5,130585.29,120012,10573.29,36905,26331.71,10573.29,3172.05,2643.37,528.68,2114.658
Summer,6,2013,2,Lloyd Staber Jr.,120702130,3,145768.77,135194.94,10573.83,36161,25587.36,10573.64,3172.09,2643.41,528.68,3524.61
Summer,6,2017,2,Max Inc. of Illinois,140701171,5,118819.9,108228.06,10591.84,41937,31345.31,10591.69,3177.53,2647.94,529.59,2118.368
Summer,6,2017,2,Canal Corporation,160702201,5,151052.46,140452.1,10600.36,51378,40777.29,10600.71,3180.31,2650.26,530.05,2120.072
Summer,6,2017,2,Pinnacle Limited Partnership,120702132,5,124664.82,114027.64,10637.18,39421,28783.77,10637.23,3191.25,2659.38,531.87,2127.436
Summer,6,2014,2,Michael E. Gerula,120703765,5,125201.73,114561.28,10640.45,41147,30506.55,10640.45,3192.18,2660.15,532.03,2128.09
Summer,6,2015,2,"Spammy's, Inc.",120706742,5,128181.52,117516.07,10665.45,33201,22535.55,10665.45,3199.7,2666.42,533.28,2133.09
Summer,6,2018,1,"Prairieland FS, Inc.",171001021,4,117905.31,107232.06,10673.25,33283,22609.75,10673.25,3201.99,2668.33,533.66,2668.3125
Summer,6,2017,3,"HRM OF ILLINOIS, INC.",120708101,5,270296.94,259623.49,10673.45,94513,83839.55,10673.45,3202.03,2668.36,533.67,2134.69
Summer,6,2018,2,BIG SHOTS S&M INCORPORATED,160703254,5,106139.07,95465.17,10673.9,37359,26685.1,10673.9,3202.14,2668.45,533.69,2134.78
Summer,6,2016,2,"Northend Holdings, Inc",120700341,4,114006.54,103269.13,10737.41,37037,26299.59,10737.41,3221.24,2684.37,536.87,2684.3525
Summer,6,2017,2,"Driftwood Special Servicing, LLC",150702506,5,157962.94,147224.96,10737.98,56481,45743.02,10737.98,3221.4,2684.5,536.9,2147.596
Summer,6,2018,3,Cheers Lounge Inc.,120709222,5,184639.24,173835.9,10803.34,61494,50690.45,10803.55,3241.14,2700.95,540.19,2160.668
Summer,6,2017,1,Donnita Inc.,140703761,5,204967.46,194152.76,10814.7,57323,46508.54,10814.46,3244.35,2703.63,540.72,2162.94
Summer,6,2016,3,LAKE PRESS CLUB,120705751,5,104994.33,94170.69,10823.64,31751,20927.36,10823.64,3247.17,2705.98,541.19,2164.728
Summer,6,2016,2,"ALWAYS AFTER 5, INC.",140700460,5,210489.94,199640.42,10849.52,63996,53146.23,10849.77,3254.94,2712.45,542.49,2169.904
Summer,6,2016,2,PAM'S JAILHOUSE INC.,130700211,3,144404.25,133506.61,10897.64,42368,31470.36,10897.64,3269.3,2724.42,544.88,3632.546667
Summer,6,2014,2,"E.A. Dennis, Inc",120708331,4,105737.17,94805.86,10931.31,30666,19734.78,10931.22,3279.36,2732.81,546.55,2732.8275
Summer,6,2017,3,"Paula's Landing, LLC ",120708028,5,151444.31,140473.24,10971.07,55633,44661.93,10971.07,3291.38,2742.82,548.56,2194.214
Summer,6,2015,2,"EVANS RECREATION, LLC",140704357,5,100884.6,89907.43,10977.17,36518,25540.75,10977.25,3293.26,2744.38,548.88,2195.434
Summer,6,2016,2,"JCJ Beverages, Inc.",130704160,5,118930.78,107832.24,11098.54,33688,22589.39,11098.61,3329.61,2774.68,554.93,2219.708
Summer,6,2014,3,"Mama Lee's Sandbar, Inc",120707734,3,147001.47,135845.47,11156,42017,30861,11156,3346.86,2789.05,557.81,3718.666667
Summer,6,2014,2,Heather J Wise,120707011,4,125955.96,114799.04,11156.92,51347,40189.96,11157.04,3347.12,2789.27,557.85,2789.23
Summer,6,2014,2,"The Other Wright, Inc.",120702100,4,117299.56,106100.69,11198.87,34772,23573.13,11198.87,3359.67,2799.72,559.95,2799.7175
Summer,6,2015,2,"The Office Sports Bar & Grill, Inc.",120705591,4,165188.86,153957.78,11231.08,48441,37209.92,11231.08,3369.32,2807.77,561.55,2807.77
Summer,6,2015,2,"ALWAYS AFTER 5, INC.",140700460,5,165600.46,154317.89,11282.57,52569,41286.68,11282.32,3384.77,2820.65,564.12,2256.514
Summer,6,2018,2,Colonel Otis B. Duncan American Legion Post 809,120905895,5,151842.44,140558.97,11283.47,55465,44177.73,11287.27,3386.31,2821.92,564.39,2256.694
Summer,6,2018,2,Joes Italian Resturant Inc.,140700168,5,133395.9,122073.12,11322.78,50249,38926.22,11322.78,3396.84,2830.7,566.14,2264.556
Summer,6,2017,2,"LARJ, Inc.",120706968,5,198975.49,187615.05,11360.44,68632,57271.56,11360.44,3408.2,2840.17,568.03,2272.088
Summer,6,2018,2,RSP Entertainment Corp.,120706846,4,110100.97,98729.65,11371.32,34478,23106.68,11371.32,3411.5,2842.91,568.59,2842.83
Summer,6,2015,3,Crows Mill LLC,120706464,4,103975.58,92593.39,11382.19,37313,25929.11,11383.89,3415.24,2846.03,569.21,2845.5475
Summer,6,2015,1,Dawn Godsil,140700891,4,147027.97,135640.1,11387.87,41948,30560.11,11387.89,3416.39,2847,569.39,2846.9675
Summer,6,2014,3,Cheers Lounge Inc.,120709222,5,113684.26,102248.76,11435.5,30928,19492.5,11435.5,3430.67,2858.89,571.78,2287.1
Summer,6,2017,2,"MELODY TIMES, INC.",150702470,5,187690.2,176236.13,11454.07,67995,56540.74,11454.26,3436.26,2863.55,572.71,2290.814
Summer,6,2015,2,"Northend Holdings, Inc",120700341,4,111347.22,99852.7,11494.52,39952,28457.48,11494.52,3448.39,2873.66,574.73,2873.63
Summer,6,2016,2,"Aztca Mexican Grill, LLC",140703329,5,93238.78,81697.9,11540.88,30969,19428.12,11540.88,3462.33,2885.28,577.05,2308.176
Summer,6,2018,3,"Guitars and Cadillacs Saloon, Inc.",120702108,5,86281.81,74722.22,11559.59,33824,22264.41,11559.59,3467.91,2889.93,577.98,2311.918
